# JMH 1.17.4 (released 264 days ago, please consider updating!)
# VM version: JDK 1.8.0_144, VM 25.144-b01
# VM invoker: /home/opt/jdk1.8.0_144/jre/bin/java
# VM options: <none>
# Warmup: 20 iterations, 1 s each
# Measurement: 20 iterations, 1 s each
# Timeout: 10 min per iteration
# Threads: 1 thread, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: benchmark.NavigableParallelStreamBenchmarkTest.testIt

# Run progress: 0.00% complete, ETA 00:20:00
# Fork: 1 of 5
# Warmup Iteration   1: 188402.885 ops/s
# Warmup Iteration   2: 202749.005 ops/s
# Warmup Iteration   3: 206912.400 ops/s
# Warmup Iteration   4: 208482.461 ops/s
# Warmup Iteration   5: 209228.348 ops/s
# Warmup Iteration   6: 203458.413 ops/s
# Warmup Iteration   7: 209975.290 ops/s
# Warmup Iteration   8: 206813.335 ops/s
# Warmup Iteration   9: 210174.728 ops/s
# Warmup Iteration  10: 208787.516 ops/s
# Warmup Iteration  11: 202258.619 ops/s
# Warmup Iteration  12: 209430.700 ops/s
# Warmup Iteration  13: 207854.313 ops/s
# Warmup Iteration  14: 208467.479 ops/s
# Warmup Iteration  15: 205711.068 ops/s
# Warmup Iteration  16: 203534.705 ops/s
# Warmup Iteration  17: 209828.761 ops/s
# Warmup Iteration  18: 209032.099 ops/s
# Warmup Iteration  19: 207610.961 ops/s
# Warmup Iteration  20: 199727.532 ops/s
# Warmup Iteration  20: 13236011.259 ops/s
Iteration   1: 13355154.981 ops/s
Iteration   2: 13094262.200 ops/s
Iteration   3: 12691728.605 ops/s
Iteration   4: 13305310.405 ops/s
Iteration   5: 13195882.843 ops/s
Iteration   6: 13282441.003 ops/s
Iteration   7: 13265159.396 ops/s
Iteration   8: 13133784.422 ops/s
Iteration   9: 13212294.791 ops/s
Iteration  10: 13293951.569 ops/s
Iteration  11: 13163103.660 ops/s
Iteration  12: 13152807.961 ops/s
Iteration  13: 13264292.156 ops/s
Iteration  14: 13238581.173 ops/s
Iteration  15: 13272819.083 ops/s
Iteration  16: 13212984.832 ops/s
Iteration  17: 13220359.230 ops/s
Iteration  18: 13163222.916 ops/s
Iteration  19: 13297114.935 ops/s
Iteration  20: 13257698.448 ops/s

# Run progress: 93.33% complete, ETA 00:01:20
# Fork: 4 of 5
# Warmup Iteration   1: 11214024.547 ops/s
# Warmup Iteration   2: 12032193.173 ops/s
# Warmup Iteration   3: 13360277.949 ops/s
# Warmup Iteration   4: 13388080.469 ops/s
# Warmup Iteration   5: 13340944.309 ops/s
# Warmup Iteration   6: 13292952.787 ops/s
# Warmup Iteration   7: 13299081.191 ops/s
# Warmup Iteration   8: 13276309.519 ops/s
# Warmup Iteration   9: 13146740.332 ops/s
# Warmup Iteration  10: 13265871.898 ops/s
# Warmup Iteration  11: 13260140.495 ops/s
# Warmup Iteration  12: 13092183.522 ops/s
# Warmup Iteration  13: 13129542.083 ops/s
# Warmup Iteration  14: 13214614.865 ops/s
# Warmup Iteration  15: 13190757.014 ops/s
# Warmup Iteration  16: 13233619.465 ops/s
# Warmup Iteration  17: 13146716.913 ops/s
# Warmup Iteration  18: 13176682.512 ops/s
# Warmup Iteration  19: 13180555.546 ops/s
# Warmup Iteration  20: 13125609.207 ops/s
Iteration   1: 13199917.292 ops/s
Iteration   2: 13251130.895 ops/s
Iteration   3: 13175464.262 ops/s
Iteration   4: 13157208.112 ops/s
Iteration   5: 13291647.529 ops/s
Iteration   6: 13081451.285 ops/s
Iteration   7: 13212930.095 ops/s
Iteration   8: 13244349.305 ops/s
Iteration   9: 13113688.480 ops/s
Iteration  10: 13154779.311 ops/s
Iteration  11: 13130780.274 ops/s
Iteration  12: 13165698.427 ops/s
Iteration  13: 13137366.235 ops/s
Iteration  14: 13221996.236 ops/s
Iteration  15: 13176691.008 ops/s
Iteration  16: 13131006.983 ops/s
Iteration  17: 13238758.552 ops/s
Iteration  18: 13102249.049 ops/s
Iteration  19: 13213912.979 ops/s
Iteration  20: 13345242.257 ops/s

# Run progress: 96.67% complete, ETA 00:00:40
# Fork: 5 of 5
# Warmup Iteration   1: 11445291.416 ops/s
# Warmup Iteration   2: 12668533.008 ops/s
# Warmup Iteration   3: 13666337.157 ops/s
# Warmup Iteration   4: 13705454.444 ops/s
# Warmup Iteration   5: 13768575.708 ops/s
# Warmup Iteration   6: 13646172.604 ops/s
# Warmup Iteration   7: 13658637.951 ops/s
# Warmup Iteration   8: 13637698.650 ops/s
# Warmup Iteration   9: 13523594.050 ops/s
# Warmup Iteration  10: 13501218.573 ops/s
# Warmup Iteration  11: 13552212.513 ops/s
# Warmup Iteration  12: 13565043.576 ops/s
# Warmup Iteration  13: 13596510.965 ops/s
# Warmup Iteration  14: 13591932.756 ops/s
# Warmup Iteration  15: 13551045.600 ops/s
# Warmup Iteration  16: 13520530.734 ops/s
# Warmup Iteration  17: 13703916.411 ops/s
# Warmup Iteration  18: 13560051.205 ops/s
# Warmup Iteration  19: 13157089.210 ops/s
# Warmup Iteration  20: 13502049.098 ops/s
Iteration   1: 13438567.560 ops/s
Iteration   2: 13565431.037 ops/s
Iteration   3: 13593763.668 ops/s
Iteration   4: 13508942.596 ops/s
Iteration   5: 13510175.928 ops/s
Iteration   6: 13585279.223 ops/s
Iteration   7: 13524080.464 ops/s
Iteration   8: 13584603.229 ops/s
Iteration   9: 13674325.868 ops/s
Iteration  10: 13565621.563 ops/s
Iteration  11: 13403225.187 ops/s
Iteration  12: 13634515.887 ops/s
Iteration  13: 13509455.274 ops/s
Iteration  14: 13606256.960 ops/s
Iteration  15: 13604009.445 ops/s
Iteration  16: 13582351.386 ops/s
Iteration  17: 13470309.609 ops/s
Iteration  18: 13664025.829 ops/s
Iteration  19: 13517418.333 ops/s
Iteration  20: 13505900.089 ops/s


Result "benchmark.StreamingNavigableBenchmarkTest.testIt":
  13285065.374 ±(99.9%) 56478.165 ops/s [Average]
  (min, avg, max) = (12691728.605, 13285065.374, 13674325.868), stdev = 166527.155
  CI (99.9%): [13228587.209, 13341543.539] (assumes normal distribution)


# Run complete. Total time: 00:20:12

Benchmark                                                  Mode  Cnt         Score        Error  Units
NavigableParallelStreamBenchmarkTest.testIt               thrpt  100    206086.299 ±   2946.831  ops/s
NavigableStreamWithCustomSpliteratorBenchmarkTest.testIt  thrpt  100   6758810.296 ±  53654.811  ops/s
NavigablesForBenchmarkTest.testIt                         thrpt  100  18152131.389 ± 403690.394  ops/s
NavigablesForEachBenchmarkTest.testIt                     thrpt  100  16684210.576 ± 608309.076  ops/s
NavigablesIterationBenchmarkTest.testIt                   thrpt  100  17725046.563 ± 210588.009  ops/s
StreamingNavigableBenchmarkTest.testIt                    thrpt  100  13285065.374 ±  56478.165  ops/s

Benchmark result is saved to /home/aboriero/workspace/temp/playground/java8/jmh_eports/results_20171009_13:39:41.txt
